Animal_Type,Breed,Age_norm,Weight_norm,Duration_Days_norm,Body_Temperature_C_norm,Heart_Rate_norm,temp_deviation_norm,Appetite_Loss_bin,Vomiting_bin,Diarrhea_bin,Coughing_bin,Labored_Breathing_bin,Lameness_bin,Skin_Lesions_bin,Nasal_Discharge_bin,Eye_Discharge_bin,symptom_count,is_fever,high_heart_rate,Gender_bin,Breed_encoded,animal_Cat,animal_Cow,animal_Dog,animal_Goat,animal_Horse,animal_Pig,animal_Rabbit,animal_Sheep,Disease_Prediction,Disease_ID
Goat,Kiko,0.2667,0.094,0.0833,0.2222,0.1789,0.2222,1,1,0,1,0,0,1,0,1,5,0,0,1,76,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Horse,Shire,0.2,0.7992,0.3333,0.0,0.2211,0.0,1,1,0,0,0,0,0,1,1,4,0,0,0,35,0,0,0,0,1,0,0,0,Equine Protozoal Myeloencephalitis,64
Cow,Holstein,0.2667,0.804,1.0,0.6667,0.1263,0.6667,1,0,1,1,0,1,1,0,0,5,1,0,0,2,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Rabbit,Himalayan,0.0,0.0002,0.6667,0.3333,0.5895,0.3333,1,0,0,0,0,0,0,1,0,2,0,1,0,74,0,0,0,0,0,0,1,0,Enteritis,48
Cow,Holstein,0.0667,0.6514,0.6667,0.5,0.2105,0.5,0,1,0,1,0,1,1,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Sheep,Southdown,0.3333,0.0907,1.0,0.8333,0.0526,0.8333,1,1,0,0,1,1,0,1,0,5,1,0,0,109,0,0,0,0,0,0,0,1,Footrot,88
Goat,Saanen,0.2667,0.1152,0.6667,0.4444,0.2842,0.4444,0,1,0,1,0,0,0,0,0,2,0,0,1,96,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Dog,Beagle,0.2,0.0038,0.0833,0.8333,0.5158,0.8333,1,1,1,1,1,0,1,0,0,6,1,0,0,3,0,0,1,0,0,0,0,0,Canine Cough,23
Sheep,Dorset,0.3333,0.0754,0.25,0.0,0.1158,0.0,1,1,0,0,1,1,0,1,1,6,0,0,0,101,0,0,0,0,0,0,0,1,Chlamydia in Sheep,39
Horse,Clydesdale,0.2,0.7205,0.8333,0.6111,0.1368,0.6111,1,1,1,0,0,0,0,0,1,4,0,0,1,17,0,0,0,0,1,0,0,0,Equine Pneumonia,63
Cat,Ragdoll,0.4667,0.0062,1.0,0.2222,0.8105,0.2222,1,1,0,1,1,1,1,1,1,8,0,1,1,15,1,0,0,0,0,0,0,0,Feline Viral Rhinotracheitis,85
Dog,Beagle,0.1333,0.0309,0.6667,0.2778,0.6211,0.2778,1,0,0,1,0,0,1,0,0,3,0,1,0,3,0,0,1,0,0,0,0,0,Kennel Cough,100
Cow,Hereford,0.2,0.7322,0.5833,0.1667,0.0632,0.1667,1,0,1,1,1,1,0,1,1,7,0,0,0,13,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Cow,Holstein,0.2,0.8177,1.0,0.1111,0.0421,0.1111,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,Johne's Disease,99
Dog,German Shepherd,0.2667,0.028,0.25,0.4444,0.5579,0.4444,1,1,0,1,0,1,1,0,1,6,0,1,1,6,0,0,1,0,0,0,0,0,Allergic Rhinitis,3
Pig,Pietrain,0.2,0.1107,0.4167,0.6111,0.1684,0.6111,1,0,1,0,0,0,1,1,1,5,0,0,0,113,0,0,0,0,0,1,0,0,African Swine Fever,2
Goat,Nubian,0.2667,0.0905,0.4167,0.0556,0.1053,0.0556,1,0,1,1,0,1,1,1,1,7,0,0,1,68,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Sheep,Finnsheep,0.2,0.1005,0.5,0.2222,0.1789,0.2222,1,1,1,1,0,0,1,1,1,7,0,0,0,95,0,0,0,0,0,0,0,1,Bluetongue Virus,9
Sheep,Lincoln,0.3333,0.1106,0.25,0.4444,0.0105,0.4444,1,1,0,0,0,0,1,0,1,4,0,0,0,80,0,0,0,0,0,0,0,1,Foot-and-Mouth Disease,87
Dog,Bulldog,0.2667,0.002,0.5833,0.2778,0.5263,0.2778,1,1,0,1,0,0,0,0,0,3,0,0,1,8,0,0,1,0,0,0,0,0,Kennel Cough,100
Horse,Clydesdale,0.2,0.6176,0.5833,0.0556,0.0947,0.0556,0,0,0,1,0,1,1,0,1,4,0,0,0,17,0,0,0,0,1,0,0,0,Equine Influenza,55
Cat,Abyssinian,0.2,0.0062,0.4167,0.3333,0.7579,0.3333,1,1,1,0,1,1,1,1,1,8,0,1,0,26,1,0,0,0,0,0,0,0,Panleukopenia,108
Pig,Duroc,0.2,0.1305,0.6667,0.8889,0.2316,0.8889,1,0,0,0,1,1,1,0,1,5,1,0,0,62,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Bulldog,0.2667,0.0266,0.25,0.0556,0.5368,0.0556,1,1,0,1,1,0,0,1,0,5,0,1,0,8,0,0,1,0,0,0,0,0,Kennel Cough,100
Sheep,Leicester Longwool,0.3333,0.1305,0.0,0.2778,0.1368,0.2778,1,1,1,1,1,1,1,1,1,9,0,0,0,97,0,0,0,0,0,0,0,1,Bluetongue,8
Goat,Saanen,0.2667,0.0993,0.3333,0.2778,0.2632,0.2778,1,1,1,0,0,1,1,0,1,6,0,0,0,96,0,0,0,1,0,0,0,0,Giardiasis,93
Cow,Ayrshire,0.1333,0.6558,0.5,0.6111,0.1789,0.6111,1,0,1,1,0,0,1,0,0,4,0,0,1,102,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Rabbit,Holland Lop,0.1333,0.0,0.4167,0.1111,0.8947,0.1111,1,1,1,0,0,1,1,0,1,6,0,1,1,55,0,0,0,0,0,0,1,0,Myxomatosis,106
Cow,Holstein,0.1333,0.7618,0.25,0.6667,0.0421,0.6667,1,1,0,1,1,1,0,0,0,5,1,0,1,2,0,1,0,0,0,0,0,0,Tuberculosis,135
Goat,Kiko,0.2,0.1402,0.0,0.1667,0.1053,0.1667,0,0,0,1,1,1,0,1,0,4,0,0,1,76,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Cat,Siamese,0.2667,0.0038,0.0,0.6111,0.9263,0.6111,0,0,1,1,1,1,1,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,Feline Asthma,68
Rabbit,Holland Lop,0.0667,0.0011,0.8333,0.9444,0.7684,0.9444,1,1,1,0,1,1,1,0,0,6,1,1,0,55,0,0,0,0,0,0,1,0,Viral Hemorrhagic Disease,137
Cow,Hereford,0.1333,0.7415,0.8333,0.7778,0.0,0.7778,1,0,1,0,1,0,0,1,1,5,1,0,0,13,0,1,0,0,0,0,0,0,Mastitis,105
Pig,Berkshire,0.2,0.1501,0.8333,0.4444,0.2526,0.4444,1,1,1,1,1,1,0,0,1,7,0,0,0,72,0,0,0,0,0,1,0,0,Porcine Respiratory Disease Complex,116
Dog,Labrador,0.2,0.0409,0.4167,0.7222,0.4947,0.7222,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,Canine Distemper,24
Rabbit,Mini Lop,0.0,0.0,0.3333,0.6111,0.9263,0.6111,1,1,1,1,1,1,1,0,0,7,0,1,0,87,0,0,0,0,0,0,1,0,Pasteurellosis,110
Dog,Poodle,0.3333,0.0012,0.1667,0.5556,0.4947,0.5556,1,0,1,0,1,1,0,0,0,4,0,0,1,10,0,0,1,0,0,0,0,0,Canine Heartworm Disease,26
Goat,Kiko,0.2,0.1034,0.1667,0.2222,0.2105,0.2222,1,1,1,1,0,1,0,1,0,6,0,0,0,76,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Cow,Holstein,0.2,0.569,0.3333,0.5,0.1789,0.5,0,0,1,0,1,0,0,0,1,3,0,0,1,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Cow,Jersey,0.0667,0.7388,0.0833,0.5556,0.2842,0.5556,1,1,1,1,0,1,0,0,1,6,0,0,0,9,0,1,0,0,0,0,0,0,Johne's Disease,99
Rabbit,Himalayan,0.0,0.0009,0.8333,0.0556,0.8211,0.0556,1,0,1,1,1,1,1,1,0,7,0,1,1,74,0,0,0,0,0,0,1,0,Myxomatosis,106
Horse,Arabian,0.5333,0.6728,1.0,0.8333,0.2526,0.8333,1,1,0,1,1,0,1,0,0,5,1,0,0,12,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Dog,German Shepherd,0.2,0.0092,0.25,0.6667,0.4737,0.6667,1,1,1,1,1,0,1,1,1,8,1,0,0,6,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cow,Holstein,0.3333,0.7289,1.0,0.0556,0.1368,0.0556,1,1,0,1,1,0,0,1,1,6,0,0,0,2,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Dog,Bulldog,0.4,0.0279,0.8333,0.7778,0.5684,0.7778,1,1,1,0,0,0,0,1,0,4,1,1,1,8,0,0,1,0,0,0,0,0,Gastroenteritis,90
Horse,Belgian,0.9333,0.6121,0.3333,0.8333,0.2737,0.8333,1,1,1,0,0,0,0,0,0,3,1,0,1,73,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Cat,Russian Blue,0.2,0.0075,0.6667,1.0,0.6421,1.0,1,1,0,1,0,0,1,1,0,5,1,1,0,21,1,0,0,0,0,0,0,0,Panleukopenia,108
Dog,Beagle,0.2,0.0424,0.25,0.6111,0.4842,0.6111,1,1,1,0,0,0,1,1,0,5,0,0,0,3,0,0,1,0,0,0,0,0,Leptospirosis,102
Horse,Paint,0.5333,0.7764,0.5833,0.3333,0.3368,0.3333,1,1,0,1,0,0,0,1,0,4,0,0,0,65,0,0,0,0,1,0,0,0,Equine Influenza,55
Sheep,Romney,0.2667,0.1173,0.6667,0.5,0.0,0.5,0,1,1,0,0,1,1,1,1,6,0,0,1,75,0,0,0,0,0,0,0,1,Scrapie,125
Cat,Bengal,0.2667,0.0055,0.4167,0.3333,0.7053,0.3333,0,1,0,1,0,1,0,1,1,5,0,1,0,11,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Cat,Scottish Fold,0.1333,0.0062,0.0833,0.3889,0.8421,0.3889,1,1,1,1,1,0,1,0,1,7,0,1,1,38,1,0,0,0,0,0,0,0,Feline Herpesvirus,73
Sheep,Dorper,0.2667,0.1078,1.0,0.6667,0.1158,0.6667,1,1,1,1,1,1,0,1,1,8,1,0,1,67,0,0,0,0,0,0,0,1,Caseous Lymphadenitis,38
Rabbit,Mini Rex,0.0,0.0014,0.1667,0.8889,0.8947,0.8889,1,1,1,0,0,1,0,1,1,6,1,1,0,59,0,0,0,0,0,0,1,0,Rabbit Calicivirus,117
Goat,Nubian,0.4,0.1286,0.4167,0.6667,0.1053,0.6667,1,1,0,0,1,0,1,1,0,5,1,0,1,68,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Dog,German Shepherd,0.0667,0.0287,0.5,0.6667,0.3895,0.6667,1,1,1,1,1,0,0,0,1,6,1,0,1,6,0,0,1,0,0,0,0,0,Parvovirus,109
Horse,Thoroughbred,0.4,0.5698,0.4167,0.5556,0.2,0.5556,1,1,1,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,Equine Influenza,55
Cow,Holstein,0.1333,0.6358,0.0833,0.7778,0.1263,0.7778,0,0,1,1,1,1,0,1,1,6,1,0,1,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease Complex,19
Sheep,Dorset,0.2667,0.0754,0.4167,0.9444,0.0526,0.9444,1,0,1,1,1,1,1,1,0,7,1,0,1,101,0,0,0,0,0,0,0,1,Maedi-Visna,104
Horse,Thoroughbred,0.6667,0.6766,1.0,0.2222,0.2211,0.2222,1,0,0,1,1,0,1,0,0,4,0,0,0,5,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Rabbit,Himalayan,0.1333,0.0015,0.3333,0.3333,1.0,0.3333,0,0,1,0,0,0,1,0,0,2,0,1,0,74,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Goat,Angora,0.1333,0.1151,0.0,0.2222,0.2,0.2222,1,1,1,1,0,1,0,0,0,5,0,0,0,104,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Dog,Poodle,0.2667,0.006,0.25,0.0,0.3158,0.0,1,0,0,1,0,0,1,0,0,3,0,0,0,10,0,0,1,0,0,0,0,0,Canine Heartworm Disease,26
Pig,Tamworth,0.2667,0.1675,0.0833,0.2222,0.2737,0.2222,1,1,1,1,1,1,1,0,0,7,0,0,0,77,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Horse,Clydesdale,0.6667,0.6009,0.8333,0.3889,0.0,0.3889,1,1,0,0,1,1,1,1,0,6,0,0,0,17,0,0,0,0,1,0,0,0,Equine Laminitis,57
Horse,Thoroughbred,0.4667,0.8211,0.5833,0.2222,0.3789,0.2222,1,1,0,1,0,1,1,1,0,6,0,0,1,5,0,0,0,0,1,0,0,0,Equine Influenza,55
Pig,Chester White,0.2,0.1437,1.0,0.6667,0.1789,0.6667,1,0,0,1,0,0,1,1,1,5,1,0,0,119,0,0,0,0,0,1,0,0,Swine Influenza,133
Cow,Holstein,0.3333,0.6764,0.4167,0.6667,0.2211,0.6667,1,0,1,1,1,1,0,1,1,7,1,0,0,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Goat,Boer,0.2,0.078,0.5833,0.0556,0.1579,0.0556,0,1,0,0,0,1,1,0,1,4,0,0,1,57,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Cow,Ayrshire,0.2,0.6431,0.1667,0.6111,0.0737,0.6111,1,0,0,0,1,0,0,0,0,2,0,0,1,102,0,1,0,0,0,0,0,0,Bovine Mastitis,15
Pig,Pietrain,0.0667,0.1177,0.0,0.2778,0.2842,0.2778,0,1,1,1,1,1,0,0,0,5,0,0,0,113,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Cow,Guernsey,0.1333,0.6324,0.0,0.5,0.1053,0.5,1,0,0,1,1,1,0,1,1,6,0,0,1,36,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Horse,Arabian,0.4667,0.6378,0.6667,0.7778,0.1579,0.7778,1,0,1,1,1,0,1,1,1,7,1,0,0,12,0,0,0,0,1,0,0,0,Equine Laminitis,57
Horse,Arabian,0.3333,0.5879,0.4167,0.7222,0.3579,0.7222,1,1,1,1,1,1,0,1,0,7,1,0,1,12,0,0,0,0,1,0,0,0,Equine Laminitis,57
Horse,Arabian,0.7333,0.6342,1.0,0.2778,0.0,0.2778,1,1,1,0,0,0,0,1,1,5,0,0,0,12,0,0,0,0,1,0,0,0,Degenerative Joint Disease,46
Sheep,Dorset,0.2667,0.1245,0.5833,0.5,0.1263,0.5,1,1,0,1,1,1,1,1,1,8,0,0,0,101,0,0,0,0,0,0,0,1,Scrapie,125
Dog,Beagle,0.4,0.01,0.6667,0.6667,0.4737,0.6667,1,1,0,1,1,0,1,0,1,6,1,0,0,3,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Dog,Golden Retriever,0.2,0.0279,0.0833,0.2222,0.6316,0.2222,0,1,1,0,1,1,1,0,1,6,0,1,1,20,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Horse,Percheron,0.6,0.6552,1.0,0.1667,0.1684,0.1667,1,1,0,1,1,1,0,0,1,6,0,0,0,46,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Pig,Poland China,0.2,0.1469,0.3333,0.0,0.1263,0.0,1,0,0,1,1,1,0,0,1,5,0,0,1,82,0,0,0,0,0,1,0,0,Swine Erysipelas,130
Dog,Cocker Spaniel,0.4,0.043,0.8333,0.3889,0.7053,0.3889,1,0,1,1,1,1,0,1,0,6,0,1,1,93,0,0,1,0,0,0,0,0,Gastroenteritis,90
Rabbit,Himalayan,0.0,0.0016,0.0,0.7222,0.8947,0.7222,1,1,0,0,0,1,0,0,1,4,1,1,1,74,0,0,0,0,0,0,1,0,Myxomatosis,106
Cow,Angus,0.1333,0.7648,1.0,0.1667,0.1158,0.1667,1,1,0,0,0,1,1,1,0,5,0,0,0,19,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Cat,Scottish Fold,0.2667,0.0055,0.3333,0.1667,0.6421,0.1667,1,1,0,0,1,1,1,0,1,6,0,1,1,38,1,0,0,0,0,0,0,0,Feline Leukemia,76
Pig,Large White,0.0667,0.153,0.6667,0.4444,0.2632,0.4444,1,1,0,1,0,1,1,1,1,7,0,0,1,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Cow,Jersey,0.3333,0.7723,0.1667,0.8889,0.0,0.8889,1,1,1,1,0,1,1,1,1,8,1,0,1,9,0,1,0,0,0,0,0,0,Cryptosporidiosis,45
Cow,Holstein,0.4,0.7751,0.0833,0.0,0.0737,0.0,1,1,0,0,1,1,1,0,1,6,0,0,0,2,0,1,0,0,0,0,0,0,Bovine Pneumonia,17
Goat,Kiko,0.0667,0.0821,0.4167,0.6667,0.1053,0.6667,1,1,0,1,1,1,1,1,0,7,1,0,0,76,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Cow,Guernsey,0.2667,0.7569,1.0,0.6111,0.1895,0.6111,1,0,0,0,1,1,0,0,1,4,0,0,1,36,0,1,0,0,0,0,0,0,Coccidiosis,41
Horse,Thoroughbred,0.5333,0.4931,0.0,0.2222,0.0526,0.2222,1,0,1,1,1,1,0,0,0,5,0,0,1,5,0,0,0,0,1,0,0,0,Equine Influenza,55
Sheep,Texel,0.2,0.0754,0.3333,1.0,0.0737,1.0,1,1,0,0,1,1,0,1,0,5,1,0,1,83,0,0,0,0,0,0,0,1,Scrapie,125
Cow,Angus,0.1333,0.6263,0.5,0.8333,0.0105,0.8333,0,1,0,1,0,1,1,0,0,4,1,0,1,19,0,1,0,0,0,0,0,0,Foot and Mouth Disease,86
Horse,Arabian,0.6,0.8049,0.0833,0.3333,0.0,0.3333,1,1,0,1,0,1,0,0,1,5,0,0,1,12,0,0,0,0,1,0,0,0,Equine Influenza Virus,56
Rabbit,English Angora,0.0,0.0,0.3333,0.5,1.0,0.5,1,1,0,1,1,0,0,0,0,4,0,1,0,69,0,0,0,0,0,0,1,0,Upper Respiratory Infection,136
Goat,Alpine,0.3333,0.106,0.8333,0.1667,0.2632,0.1667,1,0,0,1,1,1,0,0,1,5,0,0,1,61,0,0,0,1,0,0,0,0,Caprine Respiratory Disease,36
Goat,Boer,0.2,0.0999,0.5833,0.5556,0.2211,0.5556,1,1,0,0,0,1,1,1,0,5,0,0,1,57,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Arabian,0.4,0.8708,0.6667,0.5,0.2,0.5,1,1,0,0,0,1,1,1,0,5,0,0,1,12,0,0,0,0,1,0,0,0,Equine Influenza,55
Dog,Chihuahua,0.4,0.0322,0.0833,0.0,0.4105,0.0,1,0,0,0,0,1,0,0,1,3,0,0,1,14,0,0,1,0,0,0,0,0,Gastroenteritis,90
Horse,Morgan,0.4667,0.7284,0.8333,0.5556,0.3789,0.5556,1,0,1,0,1,0,0,1,1,5,0,0,0,29,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Cow,Aberdeen Angus,0.0667,0.7793,0.0,1.0,0.1263,1.0,1,0,1,1,0,0,0,0,0,3,1,0,0,100,0,1,0,0,0,0,0,0,Mastitis,105
Dog,Dalmatian,0.2,0.0045,0.3333,0.9444,0.5158,0.9444,1,1,0,1,0,1,1,1,1,7,1,0,0,49,0,0,1,0,0,0,0,0,Parvovirus,109
Horse,Quarter Horse,0.6667,0.6953,0.0833,0.0,0.3263,0.0,1,0,1,1,0,1,1,0,0,5,0,0,1,22,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Cat,Bengal,0.3333,0.0039,0.0833,0.1667,0.8211,0.1667,1,1,1,0,0,0,1,1,0,5,0,1,1,11,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Dog,German Shepherd,0.3333,0.0126,0.1667,0.6111,0.4947,0.6111,1,1,1,1,0,1,0,0,1,6,0,0,1,6,0,0,1,0,0,0,0,0,Canine Hepatitis,27
Cat,Maine Coon,0.1333,0.0068,0.0833,0.3333,0.9263,0.3333,1,1,1,1,1,1,1,1,1,9,0,1,1,7,1,0,0,0,0,0,0,0,Upper Respiratory Infection,136
Cow,Dexter,0.2667,0.788,0.6667,0.6667,0.2105,0.6667,1,0,0,1,1,1,0,0,1,5,1,0,1,106,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Rabbit,Holland Lop,0.0667,0.0004,0.25,0.1111,0.6842,0.1111,1,1,0,1,1,1,1,1,0,7,0,1,0,55,0,0,0,0,0,0,1,0,Rabbit Viral Hemorrhagic Disease,120
Cat,Siamese,0.2667,0.0024,0.4167,0.8889,0.7053,0.8889,1,1,1,1,1,1,1,1,0,8,1,1,0,1,1,0,0,0,0,0,0,0,Inflammatory Bowel Disease,97
Horse,Appaloosa,0.5333,0.5869,0.4167,0.0556,0.0,0.0556,1,1,0,0,0,0,1,0,1,4,0,0,1,23,0,0,0,0,1,0,0,0,Equine Influenza,55
Pig,Landrace,0.1333,0.1534,0.4167,0.6667,0.1789,0.6667,1,0,1,1,0,1,1,0,0,5,1,0,1,88,0,0,0,0,0,1,0,0,African Swine Fever,2
Cat,Siamese,0.1333,0.0041,0.25,0.1667,0.8316,0.1667,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Cow,Ayrshire,0.3333,0.7561,0.0833,0.9444,0.1158,0.9444,1,1,1,1,1,1,1,1,1,9,1,0,1,102,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Sheep,Cheviot,0.1333,0.0913,0.4167,0.6667,0.0842,0.6667,1,0,1,1,0,0,0,0,0,3,1,0,1,70,0,0,0,0,0,0,0,1,Scrapie,125
Cow,Simmental,0.4,0.7605,0.5,0.0,0.2,0.0,1,1,0,1,1,1,1,0,1,7,0,0,0,39,0,1,0,0,0,0,0,0,Mastitis,105
Cat,Devon Rex,0.2,0.0052,0.4167,0.4444,0.8105,0.4444,1,0,1,1,0,0,0,1,1,5,0,1,1,32,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Goat,Alpine,0.2,0.0842,0.4167,0.5556,0.2316,0.5556,0,1,1,0,1,1,0,1,1,6,0,0,0,61,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Horse,Arabian,0.6667,0.6866,0.4167,0.3889,0.2737,0.3889,1,1,1,1,1,0,0,0,0,5,0,0,0,12,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Dog,Pit Bull,0.0667,0.0339,1.0,0.6667,0.6105,0.6667,0,1,1,1,1,0,1,1,0,6,1,1,1,89,0,0,1,0,0,0,0,0,Leptospirosis,102
Cow,Ayrshire,0.1333,0.7905,0.0833,0.5,0.1053,0.5,1,1,1,1,0,1,1,0,0,6,0,0,1,102,0,1,0,0,0,0,0,0,Salmonellosis,124
Cat,Maine Coon,0.2,0.0033,0.0833,0.7222,0.7263,0.7222,1,0,0,1,1,1,1,0,1,6,1,1,1,7,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Cow,Holstein,0.3333,0.7779,0.6667,0.8333,0.2632,0.8333,1,0,1,1,0,0,1,0,1,5,1,0,1,2,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Pig,Landrace,0.1333,0.1326,0.25,0.1667,0.1474,0.1667,0,1,0,1,0,0,1,1,0,4,0,0,1,88,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Dachshund,0.2,0.0267,0.6667,0.2778,0.5158,0.2778,1,1,1,1,1,1,1,0,1,8,0,0,0,24,0,0,1,0,0,0,0,0,Canine Distemper,24
Dog,Poodle,0.0667,0.0012,0.0833,0.4444,0.5053,0.4444,1,1,0,1,1,1,1,0,1,7,0,0,1,10,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Pig,Berkshire,0.2,0.1816,0.4167,0.7778,0.4105,0.7778,1,0,0,0,1,0,1,0,0,3,1,0,1,72,0,0,0,0,0,1,0,0,Swine Fever,131
Goat,Kiko,0.0667,0.0847,0.4167,0.7222,0.1263,0.7222,1,1,0,1,1,1,1,0,1,7,1,0,1,76,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Cow,Simmental,0.2667,0.7279,0.4167,0.5,0.0526,0.5,0,0,1,1,0,1,0,1,0,4,0,0,1,39,0,1,0,0,0,0,0,0,Cryptosporidiosis,45
Cat,Maine Coon,0.1333,0.0068,1.0,0.8889,0.7684,0.8889,1,1,1,0,1,1,1,1,0,7,1,1,1,7,1,0,0,0,0,0,0,0,Feline Panleukopenia,78
Cow,Ayrshire,0.2,0.7058,0.4167,0.8333,0.0842,0.8333,0,1,1,1,1,0,1,1,0,6,1,0,0,102,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Horse,Thoroughbred,0.2,0.6575,0.5833,0.2222,0.0421,0.2222,1,0,1,1,1,1,1,1,1,8,0,0,0,5,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Dog,Beagle,0.3333,0.0489,0.1667,1.0,0.4842,1.0,1,0,1,0,1,0,1,0,0,4,1,0,1,3,0,0,1,0,0,0,0,0,Allergic Rhinitis,3
Cow,Charolais,0.2,0.6013,0.4167,0.6667,0.0421,0.6667,0,1,0,1,1,1,1,0,1,6,1,0,1,86,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Goat,Alpine,0.2667,0.0903,0.0,1.0,0.1053,1.0,1,1,0,0,0,1,1,0,0,4,1,0,1,61,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Welsh Pony,0.4,0.7084,0.5,0.0556,0.2316,0.0556,1,1,1,1,0,1,1,0,1,7,0,0,1,51,0,0,0,0,1,0,0,0,Equine Influenza,55
Horse,Morgan,0.2,0.4219,0.5,0.6667,0.1579,0.6667,1,0,1,0,0,1,1,1,0,5,1,0,1,29,0,0,0,0,1,0,0,0,Equine Osteoarthritis,61
Cow,Holstein,0.2667,0.6826,0.4167,1.0,0.2737,1.0,1,0,1,0,1,1,1,1,0,6,1,0,1,2,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Dog,Beagle,0.3333,0.021,0.5833,0.0,0.6842,0.0,1,1,1,1,0,0,1,0,1,6,0,1,0,3,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Horse,Paint,0.3333,0.547,0.5,0.5556,0.2105,0.5556,1,1,0,1,0,0,1,1,0,5,0,0,0,65,0,0,0,0,1,0,0,0,Equine Laminitis,57
Horse,Morgan,0.5333,0.6433,1.0,0.8889,0.2,0.8889,1,1,1,1,1,0,0,1,0,6,1,0,0,29,0,0,0,0,1,0,0,0,Equine Influenza,55
Sheep,Suffolk,0.4667,0.1298,0.4167,0.7222,0.0947,0.7222,1,0,1,0,1,0,1,1,0,5,1,0,1,60,0,0,0,0,0,0,0,1,Pneumonia,111
Horse,Arabian,0.4,0.5403,0.4167,0.6667,0.2947,0.6667,0,0,0,1,1,1,0,0,1,4,1,0,1,12,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Cat,Scottish Fold,0.4667,0.0091,0.4167,0.4444,0.8,0.4444,1,0,1,0,1,1,0,1,1,6,0,1,0,38,1,0,0,0,0,0,0,0,Feline Panleukopenia,78
Cow,Brown Swiss,0.2,0.7274,0.8333,0.7222,0.1684,0.7222,0,1,0,0,0,1,0,0,0,2,1,0,1,52,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
